azimuth0,elevation0,temperature0,humidity0,vPanel0,azimuth1,elevation1,temperature1,humidity1,vPanel1,azimuth2,elevation2,temperature2,humidity2,vPanel2,azimuth3,elevation3,temperature3,humidity3,vPanel3,azimuth4,elevation4,temperature4,humidity4,vPanel4,azimuth5,elevation5,temperature5,humidity5,vPanel5,azimuth6,elevation6,temperature6,humidity6,vPanel6,azimuth7,elevation7,temperature7,humidity7,vPanel7,azimuth8,elevation8,temperature8,humidity8,vPanel8,azimuth9,elevation9,temperature9,humidity9,vPanel9,azimuth10,elevation10,temperature10,humidity10,vPanel10,azimuth11,elevation11,temperature11,humidity11,vPanel11,azimuth12,elevation12,temperature12,humidity12,vPanel12,azimuth13,elevation13,temperature13,humidity13,vPanel13,azimuth14,elevation14,temperature14,humidity14,vPanel14,azimuth15,elevation15,temperature15,humidity15,vPanel15,azimuth16,elevation16,temperature16,humidity16,vPanel16,azimuth17,elevation17,temperature17,humidity17,vPanel17,azimuth18,elevation18,temperature18,humidity18,vPanel18,azimuth19,elevation19,temperature19,humidity19,vPanel19,azimuth20,elevation20,temperature20,humidity20,vPanel20
209.458,65.939,53.0,7.6,1.593,210.016,65.84,51.6,7.7,1.594,210.578,65.737,51.9,7.8,1.596,211.119,65.636,53.1,7.3,1.578,211.656,65.534,54.6,7.1,1.554,212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511
210.016,65.84,51.6,7.7,1.594,210.578,65.737,51.9,7.8,1.596,211.119,65.636,53.1,7.3,1.578,211.656,65.534,54.6,7.1,1.554,212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504
210.578,65.737,51.9,7.8,1.596,211.119,65.636,53.1,7.3,1.578,211.656,65.534,54.6,7.1,1.554,212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5
211.119,65.636,53.1,7.3,1.578,211.656,65.534,54.6,7.1,1.554,212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495
211.656,65.534,54.6,7.1,1.554,212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5
212.189,65.43,54.9,6.7,1.566,212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497
212.727,65.323,55.9,6.5,1.569,213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466
213.261,65.214,57.1,6.2,1.573,214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456
214.316,64.991,55.3,6.0,1.58,214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45
214.838,64.878,55.8,5.9,1.583,215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438
215.339,64.767,56.5,5.8,1.566,215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455
215.861,64.648,56.2,5.8,1.562,216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459
216.371,64.53,53.8,6.5,1.567,216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454
216.868,64.413,54.1,6.5,1.563,217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435
217.37,64.292,54.7,6.2,1.564,217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431
217.868,64.17,53.1,6.7,1.552,218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441
218.354,64.049,53.8,6.5,1.565,218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449
218.844,63.924,52.6,6.9,1.549,219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459
219.33,63.798,52.7,6.8,1.556,219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466
219.804,63.673,52.8,6.7,1.553,220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447
220.29,63.542,53.6,6.5,1.511,220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45
220.772,63.41,54.7,6.3,1.504,221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451
221.227,63.283,55.0,6.3,1.5,222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433
222.149,63.019,55.4,6.4,1.495,222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406
222.608,62.885,53.8,7.2,1.5,223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399
223.063,62.749,52.7,7.4,1.497,223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383
223.508,62.614,53.9,7.0,1.466,223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383,231.783,59.662,54.3,5.7,1.383
223.97,62.471,50.8,7.7,1.456,224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383,231.783,59.662,54.3,5.7,1.383,232.156,59.507,54.8,5.8,1.379
224.4,62.336,49.7,7.4,1.45,224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383,231.783,59.662,54.3,5.7,1.383,232.156,59.507,54.8,5.8,1.379,232.533,59.349,55.1,5.6,1.379
224.847,62.194,50.3,7.2,1.438,225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383,231.783,59.662,54.3,5.7,1.383,232.156,59.507,54.8,5.8,1.379,232.533,59.349,55.1,5.6,1.379,232.907,59.19,55.8,5.5,1.371
225.277,62.054,50.9,7.2,1.455,225.71,61.912,52.5,7.0,1.459,226.133,61.771,51.9,6.8,1.454,226.566,61.624,51.7,6.8,1.435,226.988,61.478,52.8,6.4,1.431,227.401,61.334,54.2,6.1,1.441,227.81,61.188,55.1,5.7,1.449,228.222,61.04,56.5,5.5,1.459,228.637,60.888,56.0,5.6,1.466,229.036,60.74,55.8,5.6,1.447,229.445,60.586,55.2,5.7,1.45,229.837,60.436,55.2,5.5,1.451,230.233,60.283,52.7,6.4,1.433,230.619,60.131,54.0,6.4,1.406,231.008,59.977,55.1,5.8,1.399,231.394,59.821,55.3,5.6,1.383,231.783,59.662,54.3,5.7,1.383,232.156,59.507,54.8,5.8,1.379,232.533,59.349,55.1,5.6,1.379,232.907,59.19,55.8,5.5,1.371,233.277,59.03,56.4,5.4,1.361
